city,lat,lng
Avery Island,29.9035,-91.9104
Marksville,31.1247,-92.0652
Lake End,31.9216,-93.3049
Montz,30.0168,-90.4634
Modeste,30.171,-91.0148
Carlisle,29.6869,-89.9623
Rayville,32.4707,-91.7576
Brownlee,32.5757,-93.7266
Eunice,30.4904,-92.4191
Nebo,31.5888,-92.1418
Fairbanks,32.6443,-92.0365
Bogalusa,30.7812,-89.8633
Dry Creek,30.6691,-93.0454
Fordoche,30.594,-91.6179
Forest,32.7924,-91.4125
Plettenberg,30.878,-91.4923
Temple,31.2782,-92.9554
Goosport,30.2569,-93.1804
Clarence,31.8198,-93.029
Cottonport,30.9892,-92.0509
Labadieville,29.8247,-90.9525
Liddieville,32.1357,-91.8457
Lee Bayou,31.7632,-91.5604
Heflin,32.4565,-93.2683
Cotton Valley,32.8135,-93.4228
Thibodaux,29.7941,-90.8163
Hessmer,31.0534,-92.1214
Claiborne,32.5379,-92.1981
Benson,31.8663,-93.6938
Flora,31.6124,-93.0977
Princeton,32.5893,-93.5152
Vick,31.2302,-92.1057
Amite,30.7266,-90.509
Boyce,31.3906,-92.6699
Fluker,30.8216,-90.5109
Ethel,30.7913,-91.1307
Dubberly,32.5413,-93.2373
Duson,30.2361,-92.1922
Ringgold,32.3261,-93.2837
Napoleonville,29.9384,-91.0264
Church Point,30.4037,-92.2145
Dixie Inn,32.5969,-93.3314
Downsville,32.6264,-92.4129
Bolinger,32.9443,-93.6977
French Settlement,30.3159,-90.8033
Saint Joseph,31.9202,-91.2401
Choctaw,29.8457,-90.7233
Killian,30.353,-90.5795
Angie,30.9633,-89.8177
Hopedale,29.8205,-89.6567
Eros,32.3926,-92.4239
Venice,29.2875,-89.3637
Elba,30.7555,-91.764
Reserve,30.0741,-90.5557
Theriot,29.4613,-90.7515
Prairieville,30.3151,-90.9571
Wardville,32.8749,-91.9051
Athens,32.6513,-93.0254
Carlyss,30.1766,-93.3704
Plaucheville,30.9647,-91.9837
Otis,31.2155,-92.7279
Southdown,29.5869,-90.739
Moss Bluff,30.3039,-93.2051
North Vacherie,30.0047,-90.711
Bains,30.8307,-91.3868
Plaquemine,30.2834,-91.2429
Iota,30.326,-92.4956
Georgetown,31.7598,-92.3821
Iowa,30.2393,-93.0128
Jefferson Island,29.9727,-91.9757
Zimmerman,31.4157,-92.7029
Ville Platte,30.6901,-92.2744
Toca,29.8666,-89.8365
Barataria,29.7092,-90.1217
Grand Lake,30.0308,-93.2721
Garden City,29.7655,-91.4657
Wisner,31.9804,-91.6551
Amelia,29.6646,-91.1072
Provencal,31.6547,-93.1999
Goudeau,30.8719,-92.0143
DeRidder,30.8467,-93.2931
Hicks,31.1849,-93.016
Violet,29.8962,-89.892
Wakefield,30.8893,-91.3501
Lockport,29.6418,-90.5376
Ashland,32.1164,-93.1171
New Llano,31.097,-93.2767
Mitchell,31.791,-93.628
Bastrop,32.7749,-91.9058
Carmel,32.0874,-93.6207
Archie,31.5799,-91.9674
Pelican,31.8824,-93.586
Neame,30.9746,-93.2818
Coteau Holmes,30.1299,-91.7262
Evelyn,31.9879,-93.4432
Caplis,32.3971,-93.6096
Alton,30.3307,-89.762
Perkins,30.3933,-93.4118
Hornbeck,31.3265,-93.396
Vacherie,30.011,-90.7195
Madisonville,30.4006,-90.1656
Roanoke,30.2356,-92.7481
Albany,30.5026,-90.5848
Meraux,29.9284,-89.918
Convent,30.0132,-90.8232
Mansfield,32.0355,-93.7004
Spearsville,32.9339,-92.6022
Winnsboro,32.165,-91.721
Chalmette,29.9438,-89.966
Willow Glen,31.2466,-92.4324
Branch,30.348,-92.2771
Deville,31.3398,-92.1389
Shelburn,32.8843,-91.2257
Weeks,29.8077,-91.8071
Cut Off,29.5164,-90.3291
Vivian,32.8714,-93.9862
Seymourville,30.2774,-91.2237
Chestnut,32.0568,-93.0163
Richwood,32.4486,-92.0774
Lamourie,31.1319,-92.4118
Simmesport,30.9805,-91.8143
Coushatta,32.0256,-93.3406
Verda,31.6999,-92.7729
Sondheimer,32.5501,-91.1759
Harmon,32.066,-93.4305
Alto,32.3576,-91.8599
Woodmere,29.8492,-90.0751
Mamou,30.6349,-92.4179
Grand Chenier,29.7669,-92.9751
Fullerton,30.9932,-92.9821
Sicard,32.5265,-92.0415
Tannehill,31.9979,-92.6551
Moreauville,31.0342,-91.9818
Smoke Bend,30.1085,-91.0204
Prien,30.1596,-93.2608
Brusly Landing,30.3877,-91.2373
Alexandria,31.2923,-92.4702
Hosston,32.8849,-93.882
Saint Joe,30.3446,-89.7562
Broussard,30.1393,-91.9539
Glenmora,30.9733,-92.5824
Belmont,31.7182,-93.5082
Echo,31.1102,-92.2418
Garyville,30.0688,-90.6284
McManus,30.8343,-91.1362
Tioga,31.3871,-92.4257
Boutte,29.8825,-90.3936
Elmwood,29.9555,-90.1879
Rock Hill,31.4427,-92.5695
Perry,29.9485,-92.1571
Florien,31.448,-93.4584
Sligo,32.451,-93.5816
Sun,30.65,-89.9056
Greensburg,30.83,-90.6698
Woodlawn,30.293,-92.9585
Kinder,30.4835,-92.8508
Kilbourne,32.9971,-91.3139
Belcher,32.7521,-93.8371
Lemannville,30.1028,-90.9239
East Point,32.1654,-93.4313
Vienna,32.6093,-92.6481
Jean Lafitte,29.7496,-90.1036
Larto,31.3727,-91.9046
Campti,31.898,-93.1158
Roseland,30.7646,-90.5114
Slagle,31.2024,-93.1274
Sarepta,32.8963,-93.4514
Libuse,31.3541,-92.3335
Laurel Hill,30.9535,-91.3404
Burnside,30.1388,-90.924
Cade,30.0926,-91.8996
Antonia,31.5643,-92.4093
Tangipahoa,30.8758,-90.5138
Galliano,29.4471,-90.3096
Spokane,31.713,-91.4453
Baker,30.5833,-91.1581
Farmerville,32.7752,-92.4013
Timberlane,29.8781,-90.0302
Saint Bernard,29.8672,-89.8587
Ellendale,29.6322,-90.8093
Vidrine,30.6927,-92.3982
Merrydale,30.4998,-91.1081
Mandeville,30.375,-90.0906
Red Oak,30.4657,-91.0676
Caernarvon,29.8638,-89.9065
Cameron,29.787,-93.2926
Le Moyen,30.7855,-92.0404
Saline,32.1631,-92.9768
Donaldsonville,30.0954,-90.9925
Deer Range,29.6091,-89.8962
Wallace,30.0303,-90.6569
Bertrandville,29.7749,-90.017
Lacassine,30.2331,-92.9208
Fryeburg,32.4129,-93.2343
Larose,29.5669,-90.3751
Pollock,31.4985,-92.4432
Ada,32.546,-93.1404
Creola,31.4301,-92.4829
Bridge City,29.9321,-90.1594
Creole,29.7961,-93.1113
Acy,30.2188,-90.8204
Estherwood,30.1816,-92.4633
Ball,31.4188,-92.4084
Destrehan,29.9625,-90.3676
Ama,29.944,-90.2967
Baton Rouge,30.4423,-91.1314
Urania,31.8639,-92.2913
Reggio,29.8313,-89.7545
Lydia,29.9263,-91.7813
Melville,30.6917,-91.7485
Columbia,32.1026,-92.077
Paincourtville,29.9887,-91.0554
Ida,33.0001,-93.8949
Warden,32.5376,-91.4971
Port Sulphur,29.5043,-89.7202
Singer,30.6511,-93.4117
Abbeville,29.9751,-92.1265
Norwood,30.9682,-91.1124
Indian Village,30.4491,-92.9718
Woodardville,32.2599,-93.2802
Little Creek,31.7196,-92.2943
Rosedale,30.4429,-91.4601
Taft,29.9854,-90.4533
Nairn,29.428,-89.6109
Walker,30.4848,-90.8654
Weston,32.244,-92.6135
Tallulah,32.4067,-91.1916
Morgan City,29.7041,-91.192
Harrisonburg,31.7681,-91.825
Jigger,32.0349,-91.7468
Doyline,32.525,-93.4118
Laplace,30.0731,-90.4758
Inniswold,30.3982,-91.071
Scotlandville,30.5205,-91.1787
Port Allen,30.4456,-91.2098
Montegut,29.4656,-90.5617
Hackberry,29.9717,-93.3947
Dulac,29.3864,-90.7081
Jeanerette,29.9157,-91.6758
Leeville,29.248,-90.2076
Leesville,31.1394,-93.2743
Jonesburg,32.5251,-91.7568
Lake Charles,30.203,-93.215
Port Hudson,30.6782,-91.2696
Mittie,30.7069,-92.9068
Hudson,32.0371,-92.5851
Kurthwood,31.3374,-93.1657
Parks,30.2173,-91.8271
Bawcomville,32.4703,-92.1735
Parhams,31.4677,-91.7865
Bayou Gauche,29.8081,-90.421
East Hodge,32.2776,-92.7141
Springfield,30.4255,-90.5444
New Iberia,30.0049,-91.8202
Negreet,31.4693,-93.5749
Whitehall,30.2885,-90.7004
Elm Grove,32.3482,-93.5527
Converse,31.7795,-93.7001
Andrew,30.0849,-92.2429
Lockport Heights,29.6564,-90.5486
Watson,30.575,-90.9508
Oak Hills Place,30.369,-91.0887
Franklin,29.7851,-91.5098
Hahnville,29.9641,-90.4141
Berwick,29.7013,-91.2377
Gardere,30.3582,-91.1345
Quitman,32.3507,-92.7236
Milton,30.1122,-92.071
Hanna,31.9613,-93.3477
Fields,30.5263,-93.5749
Joyce,31.9347,-92.585
Oil City,32.7453,-93.9758
Glynn,30.6266,-91.3554
Mathews,29.6822,-90.5559
Bossier City,32.523,-93.6666
Kolin,31.2832,-92.3226
Lewisburg,30.3696,-90.1031
Simpson,31.2583,-93.0194
Elizabeth,30.867,-92.7987
Prospect,31.4488,-92.4969
Morrow,30.8299,-92.0801
Butte La Rose,30.2777,-91.6868
Longstreet,32.0976,-93.9505
Edna,30.421,-92.8865
Ninock,32.2468,-93.4571
Clifton,30.9255,-90.1798
Mooringsport,32.6832,-93.9607
Village Saint George,30.3598,-91.0672
Forked Island,29.8313,-92.3001
Livingston,30.4953,-90.7467
Scott,30.2399,-92.0947
Bell City,30.1133,-92.9627
Morganza,30.7383,-91.592
Chambers,31.1785,-92.4137
Empire,29.4133,-89.6052
Oakland,32.4682,-93.5096
Hineston,31.1435,-92.7588
Chataignier,30.5696,-92.3169
Dalcour,29.8074,-89.9987
Toast,36.4967,-80.6347
Colerain,36.2013,-76.7662
Banner Elk,36.1588,-81.8678
Four Oaks,35.4503,-78.4177
Wanchese,35.8396,-75.6379
Franklinville,35.7421,-79.6893
Shelby,35.289,-81.5416
Castalia,36.0823,-78.0576
Goldston,35.5929,-79.3284
Sunbury,36.4469,-76.6127
Currituck,36.4499,-76.0155
Pleasant Hill,36.258,-80.8904
Hoopers Creek,35.4481,-82.4294
Bailey,35.7806,-78.1129
Snow Hill,35.4506,-77.6769
Cricket,36.1687,-81.1932
Avon,35.3467,-75.5069
Columbia,35.9202,-76.242
Saint Helena,34.5166,-77.9174
Roanoke Rapids,36.4452,-77.649
Verona,34.6696,-77.4716
Marvin,34.9889,-80.8033
Ossipee,36.1679,-79.5137
Glendon,35.4824,-79.417
Stem,36.1963,-78.7201
Pollocksville,35.0056,-77.2213
Bayshore,34.2893,-77.8025
Polkville,35.4163,-81.644
South Rosemary,36.4463,-77.7065
Edneyville,35.4025,-82.3371
Oak City,35.9616,-77.304
Chinquapin,34.831,-77.8164
Saint Stephens,35.764,-81.2747
Rhodhiss,35.7684,-81.4312
Pine Knoll Shores,34.6974,-76.8207
Erwin,35.3226,-78.6734
Dillingham,35.7537,-82.4068
Poplar,36.0726,-82.3432
Valley Hill,35.2958,-82.4913
Vass,35.2533,-79.2846
Jonesville,36.2335,-80.8362
Lasker,36.3502,-77.3058
Sims,35.7601,-78.0588
Pantego,35.5874,-76.6594
Tobaccoville,36.2256,-80.3591
Wake Forest,35.9631,-78.5143
Saxapahaw,35.9489,-79.321
Mackeys,35.9335,-76.6111
Buladean,36.1084,-82.1948
Norlina,36.4451,-78.1952
Fallston,35.4289,-81.5023
New Bern,35.0955,-77.0724
Frisco,35.2331,-75.6289
Maxton,34.7364,-79.3528
George,36.3224,-77.2305
Turkey,34.995,-78.1841
Riegelwood,34.3444,-78.2198
Princeville,35.8861,-77.5194
Pink Hill,35.0563,-77.7436
Waco,35.3617,-81.4287
Ansonville,35.1041,-80.1097
East Rockingham,34.9116,-79.766
Denver,35.5344,-81.0338
Dundarrach,34.9247,-79.1575
Ruffin,36.4428,-79.5433
Leasburg,36.3946,-79.1545
Burlington,36.0762,-79.4687
Northwest,34.3149,-78.1454
Stoneville,36.4653,-79.9063
Hamlet,34.889,-79.7098
Patetown,35.4607,-77.925
Linville,36.0665,-81.8704
Trent Woods,35.081,-77.0945
Lillington,35.4002,-78.8137
Leggett,35.9897,-77.58
Efland,36.0806,-79.1718
Forest Hills,35.2958,-83.1954
Chimney Rock,35.4503,-82.2549
Kenansville,34.9596,-77.9661
Bryson City,35.4262,-83.4475
Hamilton,35.9443,-77.2067
Rutherfordton,35.3642,-81.9613
Sedgefield,36.0149,-79.897
Bethlehem,35.8162,-81.2962
Highlands,35.0539,-83.1976
Spindale,35.3599,-81.9232
Sugar Mountain,36.127,-81.8649
Bahama,36.166,-78.8767
Fort Barnwell,35.2913,-77.335
Moncure,35.6239,-79.0768
Silver Lake,34.1408,-77.909
Wade,35.1639,-78.7371
Belville,34.2195,-77.9983
Black Mountain,35.6142,-82.3275
Altamahaw,36.1868,-79.5051
Godwin,35.2133,-78.677
Waynesville,35.4853,-82.9996
Powellsville,36.2253,-76.9316
Myrtle Grove,34.123,-77.8834
Salemburg,35.0153,-78.5029
Almond,35.3698,-83.5652
Sandy Ridge,36.499,-80.1042
Valhalla,36.1371,-76.6577
Cofield,36.3567,-76.9105
Castle Hayne,34.3583,-77.9114
South Weldon,36.4135,-77.6024
Avery Creek,35.4651,-82.5719
Ingold,34.8312,-78.3497
Magnolia,34.8971,-78.0531
Mount Pleasant,35.3752,-80.4496
Lansing,36.4989,-81.5098
Warrensville,36.4607,-81.519
Providence,36.5051,-79.3703
Swansboro,34.6957,-77.1357
Fountain,35.672,-77.6308
Murraysville,34.2919,-77.8429
Pisgah Forest,35.2543,-82.7001
Middleburg,36.399,-78.3235
Pinebluff,35.1088,-79.4713
Pikeville,35.4972,-77.9877
Davidson,35.4862,-80.8271
Ivanhoe,34.587,-78.2447
Columbus,35.266,-82.1985
Wagram,34.8891,-79.3652
Mount Holly,35.3115,-81.01
Butters,34.5603,-78.8489
Mountain View,35.6828,-81.3683
Forest City,35.3339,-81.8702
Engelhard,35.5092,-76.0096
Swanquarter,35.4109,-76.3251
Hobgood,36.0267,-77.394
Kitty Hawk,36.0717,-75.7184
Hurdle Mills,36.2732,-79.0475
Elizabeth City,36.2943,-76.236
Orrum,34.4667,-79.0089
Edenton,36.058,-76.6008
Roaring Gap,36.4029,-80.9854
Foscoe,36.1535,-81.7737
Montreat,35.6478,-82.3001
Chocowinity,35.5148,-77.1017
West Jefferson,36.3948,-81.4897
Merrimon,34.9493,-76.6394
Roxboro,36.3905,-78.9811
Ernul,35.2527,-77.0797
Vander,35.0347,-78.7887
Beech Mountain,36.2105,-81.8876
Seven Devils,36.1498,-81.8115
High Shoals,35.3957,-81.2048
Millingport,35.3763,-80.3113
Misenheimer,35.4819,-80.2869
Maggie Valley,35.5239,-83.0644
Cooleemee,35.8126,-80.5561
Stovall,36.4475,-78.5689
Weddington,35.0227,-80.7383
Aulander,36.228,-77.1136
Bath,35.4702,-76.8119
Elm City,35.8086,-77.8622
Oak Ridge,36.1738,-79.992
Wesley Chapel,34.9984,-80.6906
McLeansville,36.1045,-79.6554
Halifax,36.3255,-77.5901
Zebulon,35.8312,-78.3184
Lucama,35.6446,-78.0072
Longhurst,36.4251,-78.967
West Canton,35.5384,-82.8671
Denton,35.6367,-80.1109
Sandyfield,34.3743,-78.2996
Manns Harbor,35.8934,-75.7733
Pike Road,35.6829,-76.6274
Cove City,35.189,-77.3206
Williamston,35.847,-77.0659
Topton,35.247,-83.7032
Bermuda Run,36.0032,-80.431
Neuse,35.8974,-78.5692
Balfour,35.3494,-82.4824
Buxton,35.2608,-75.5392
Old Hundred,34.8245,-79.5922
Granite Quarry,35.6126,-80.4484
East Flat Rock,35.2802,-82.4171
Rich Square,36.2739,-77.2839
Haywood,35.6202,-79.0639
James City,35.0592,-77.02
Laurinburg,34.7596,-79.4781
Red Oak,36.0415,-77.9065
Seven Springs,35.2248,-77.8454
Hampstead,34.3627,-77.7318
Blowing Rock,36.1291,-81.6713
Swannanoa,35.6008,-82.3917
Ellerbe,35.0718,-79.7596
Clayton,35.6595,-78.4505
Youngsville,36.0246,-78.4805
Iron Station,35.4515,-81.1568
Ocracoke,35.1264,-75.9212
Falcon,35.1937,-78.6489
Winton,36.3899,-76.9349
Sunset Beach,33.8921,-78.5104
McFarlan,34.8148,-79.9766
Otway,34.7757,-76.558
Cameron,35.3259,-79.254
Aquadale,35.2244,-80.2235
Summerfield,36.1973,-79.8999
Valle Crucis,36.2074,-81.786
Grimesland,35.5686,-77.2024
Dillsboro,35.3706,-83.2526
Vann Crossroads,35.1697,-78.4026
Sophia,35.8232,-79.8609
Whiteville,34.3306,-78.7014
Lowesville,35.4193,-80.9999
Stanfield,35.2336,-80.4303
Dobson,36.3921,-80.7252
Kelly,34.4639,-78.3109
King,36.2767,-80.356
Marshallberg,34.7266,-76.5149
Saint James,33.9455,-78.1127
Salisbury,35.6657,-80.491
Enka,35.5498,-82.6501
Monroe,35.0061,-80.5593
Pinehurst,35.1922,-79.4682
Harrells,34.7279,-78.2015
Stony Point,35.8669,-81.047
Sharpsburg,35.8663,-77.8306
Marshall,35.7974,-82.6819
Brightwood,36.1329,-79.7595
South Henderson,36.3035,-78.4053
Roper,35.8786,-76.617
Plain View,35.2457,-78.5634
Albemarle,35.3601,-80.1919
Crossnore,36.0222,-81.9307
Oriental,35.0356,-76.6815
Dixon,34.586,-77.48
Delco,34.3188,-78.2267
Belfast,35.4271,-77.9819
Light Oak,35.2867,-81.4775
Bolivia,34.0699,-78.1472
Smithfield,35.5139,-78.3495
Trinity,35.8756,-80.0093
Whitnel,35.8882,-81.5234
Caroleen,35.2811,-81.7914
Mill Spring,35.2976,-82.1612
Gerton,35.4758,-82.3504
Conover,35.7156,-81.2169
Bowmore,34.9358,-79.2999
Carthage,35.3223,-79.4117
Alexander Mills,35.3107,-81.8587
Severn,36.5142,-77.1893
Midway,35.975,-80.2201
Cherokee,35.486,-83.3011
Marietta,34.3682,-79.1249
Franklinton,36.1011,-78.4522
Winterville,35.5288,-77.3994
Calabash,33.8945,-78.5571
Pine Hall,36.3246,-80.0495
Stokes,35.7105,-77.2676
Hickory,35.7427,-81.3233
Charlotte,35.2079,-80.8303
Bald Creek,35.9121,-82.4226
Walstonburg,35.596,-77.6981
Indian Beach,34.6881,-76.8883
Lake Waccamaw,34.314,-78.5116
Eureka,35.5414,-77.8763
Mint Hill,35.1781,-80.6533
Coats,35.4069,-78.6686
Glenville,35.1718,-83.1273
Webster,35.35,-83.2188
Rodanthe,35.59,-75.4659
Rowland,34.5362,-79.2928
Bell Arthur,35.5911,-77.5127
Stedman,35.0131,-78.7027
Newton,35.663,-81.2333
Bonlee,35.646,-79.4145
White Oak,34.7396,-78.7186
Rolesville,35.9251,-78.4664
Lauada,35.3729,-83.504
Robersonville,35.8248,-77.2529
Cerro Gordo,34.3225,-78.9288
Fruitland,35.3928,-82.412
Landis,35.5484,-80.6115
Cullowhee,35.3107,-83.1815
Elroy,35.3308,-77.9226
Wilsons Mills,35.5845,-78.3594
Archer Lodge,35.691,-78.3744
Sealevel,34.8624,-76.3877
Liberty,35.8556,-79.5682
Dellview,35.3865,-81.4127
Jefferson,36.4208,-81.4687
Harmony,35.9592,-80.7735
Love Valley,35.9873,-80.9835
Jamestown,35.9985,-79.9354
Deep Gap,36.2371,-81.5123
Elrod,34.6072,-79.2307
Evergreen,34.4149,-78.9114
Poplar Branch,36.2802,-75.8927
Weldon,36.421,-77.6135
Claremont,35.7101,-81.1533
Welcome,35.9066,-80.2548
Raeford,34.9808,-79.2287
Grifton,35.3803,-77.4333
Boiling Springs,35.2521,-81.6636
Stantonsburg,35.6056,-77.82
Hot Springs,35.892,-82.829
Marion,35.6777,-82.0017
Troutman,35.6884,-80.8852
Pineville,35.0864,-80.8915
Stokesdale,36.2316,-79.9834
Barker Ten Mile,34.6826,-78.9889
Yadkinville,36.1309,-80.6598
Bynum,35.774,-79.1422
Enon,36.1399,-80.4689
Jarvisburg,36.2029,-75.8666
Rutherford College,35.7507,-81.5269
Center Hill,36.2152,-76.6108
Hollister,36.2593,-77.9363
Belvoir,35.7111,-77.47
Tabor City,34.1539,-78.8739
Norman,35.1698,-79.7231
Kenly,35.5879,-78.1372
Atlantic Beach,34.701,-76.7406
Clinton,35.0005,-78.3312
Badin,35.4072,-80.1184
Spear,36.0223,-82.0237
Rose Hill,34.8263,-78.0259
Thomasville,35.8813,-80.0807
Julian,35.9051,-79.6603
Butner,36.1285,-78.7502
Windsor,35.9928,-76.9399
Jerome,34.8427,-78.7339
Elon,36.101,-79.5081
Nags Head,35.9474,-75.6274
Longview,35.7216,-81.3858
Raleigh,35.8323,-78.6439
Derita,35.2938,-80.7976
Sanford,35.4822,-79.1773
Selma,35.5435,-78.2953
Carolina Beach,34.0396,-77.8966
Varnamtown,33.9432,-78.2361
Burgaw,34.5507,-77.9224
Alarka,35.3532,-83.4454
Bunn,35.9591,-78.2519
Asheboro,35.7158,-79.8128
Celo,35.8551,-82.1979
Five Points,35.0154,-79.3513
Bethesda,35.9424,-78.8383
Jaars,34.8622,-80.7489
Randleman,35.8165,-79.8067
Hoffman,35.0313,-79.5491
Holly Springs,35.6542,-78.8402
Micaville,35.9096,-82.2132
Eastover,35.0959,-78.7862
West End,35.2399,-79.5675
China Grove,35.5718,-80.579
Matthews,35.1195,-80.7101
Cedar Rock,35.9436,-81.458
Cove Creek,36.2763,-81.783
Laurel Park,35.3118,-82.5039
Wakulla,34.797,-79.256
Henrietta,35.2569,-81.8012
Calypso,35.1548,-78.1045
Havelock,34.9078,-76.8985
Mesic,35.2034,-76.645
Glen Alpine,35.7308,-81.7826
Manteo,35.9013,-75.6611
River Bend,35.0717,-77.1503
Seaboard,36.4907,-77.442
Locust,35.2687,-80.4368
Woodfin,35.6458,-82.5914
Scotland Neck,36.1308,-77.4214
Pilot Mountain,36.3859,-80.4731
Rural Hall,36.2251,-80.2973
Wallburg,36.0088,-80.1453
Bolton,34.3174,-78.3977
Flat Rock,35.2678,-82.4526
Hatteras,35.2173,-75.6873
Rocky Mount,35.9676,-77.8047
Concord,35.3933,-80.636
Tryon,35.2086,-82.2379
Kill Devil Hills,36.0167,-75.6699
Rockfish,34.9902,-79.0694
Coleridge,35.6401,-79.6153
Bent Creek,35.5081,-82.6176
Hendersonville,35.324,-82.4578
Fletcher,35.4316,-82.504
Duck,36.1836,-75.7559
Carolina Shores,33.9077,-78.5738
Newton Grove,35.2522,-78.3552
Valdese,35.7565,-81.5632
Wilkesboro,36.1418,-81.1727
Lawndale,35.4142,-81.563
Crowders,35.1862,-81.2065
Farmington,36.0157,-80.5323
Mount Gilead,35.2163,-80.0049
New Hope,35.376,-77.883
Angier,35.5105,-78.7387
Raynham,34.576,-79.1908
Holly Ridge,34.4953,-77.5267
Belhaven,35.5428,-76.6232
Hazelwood,35.4687,-83.004
Boardman,34.4365,-78.9468
Garysburg,36.4479,-77.5603
Barker Heights,35.3103,-82.4411
Fairmont,34.4946,-79.1136
Staley,35.7979,-79.5518
Glendale Springs,36.3451,-81.3804
Hallsboro,34.3189,-78.5934
Rockwell,35.5538,-80.4072
Price,36.539,-79.9148
Murphy,35.093,-84.0279
Southern Shores,36.1205,-75.7327
Addie,35.4059,-83.1599
Fremont,35.5436,-77.9751
Raemon,34.6229,-79.3491
Sylva,35.3754,-83.2185
Drexel,35.7569,-81.6089
Tramway,35.4446,-79.2145
Mebane,36.0879,-79.2751
Fairplains,36.1954,-81.1559
Mooresboro,35.2992,-81.6986
Lilesville,34.9675,-79.9845
Black Creek,35.6365,-77.9331
West Smithfield,35.5271,-78.3553
Wise,36.4865,-78.1708
Stumpy Point,35.6985,-75.7405
Ogden,34.2656,-77.7965
Bonnetsville,34.9993,-78.3962
Lewiston Woodville,36.1141,-77.1811
Autryville,34.9966,-78.6412
Boone,36.2111,-81.6669
Caswell Beach,33.9074,-78.0472
Germanton,36.2587,-80.236
Kannapolis,35.4764,-80.6404
Sedalia,36.076,-79.6208
Leland,34.204,-78.028
Luck,35.7359,-82.8663
Peachland,34.9931,-80.266
Vanceboro,35.3031,-77.1567
Salvo,35.549,-75.4689
Goldsboro,35.3777,-77.972
Chapel Hill,35.9269,-79.039
Cajahs Mountain,35.8507,-81.5361
Wadesboro,34.9645,-80.0746
Glenwood,35.6146,-81.982
Maysville,34.907,-77.2324
Speed,35.9684,-77.4444
Cape Carteret,34.6973,-77.0572
Hickory Grove,35.2288,-80.7206
Chadbourn,34.3247,-78.825
New London,35.4346,-80.2198
Connelly Springs,35.7551,-81.4971
Burnsville,35.9164,-82.2974
Wilson,35.731,-77.9283
Biscoe,35.3594,-79.7825
Pamlico Beach,35.3927,-76.6005
Taylortown,35.2146,-79.4915
Collettsville,35.9257,-81.6745
Cramerton,35.2344,-81.0735
Southport,33.941,-78.0203
Fairfield Harbour,35.0706,-76.9571
Henderson,36.3259,-78.4155
Creswell,35.8743,-76.4033
Dunn,35.3113,-78.6129
Forest Oaks,35.9889,-79.7079
Foxfire,35.179,-79.5639
Bladenboro,34.5406,-78.7949
Olivia,35.3596,-79.1097
Yadkin Valley,36.0224,-81.4901
Kings Grant,34.2665,-77.8659
Whittier,35.4351,-83.3602
Pembroke,34.6766,-79.1934
Culberson,34.9917,-84.1677
Broad Creek,34.7304,-76.9241
Dublin,34.6562,-78.7231
Lexington,35.8017,-80.2682
Stanleyville,36.2024,-80.2809
Yanceyville,36.4111,-79.3401
Newport,34.771,-76.877
Icard,35.7253,-81.4582
Paw Creek,35.2749,-80.9384
Gloucester,34.7292,-76.539
Alliance,35.1435,-76.8084
Alamance,36.0283,-79.4894
Maury,35.4792,-77.5902
Washington,35.5587,-77.0546
Newland,36.0881,-81.9274
Winfall,36.2111,-76.4554
Warrenton,36.3995,-78.1574
Greenevers,34.8271,-77.9246
Rex,34.8507,-79.0469
Jupiter,35.7609,-82.5935
Robbinsville,35.3236,-83.807
Knightdale,35.7918,-78.4964
Dortches,36.0113,-77.8567
Broadway,35.458,-79.0547
White Plains,36.4451,-80.6351
Boger City,35.4807,-81.2134
Camden,36.325,-76.17
Pelham,36.5101,-79.4717
Whitakers,36.1057,-77.713
Jackson,36.3901,-77.4193
Sparta,36.5035,-81.1218
Clarkton,34.4889,-78.6559
Brevard,35.2438,-82.7264
Brogden,35.2961,-78.025
State Road,36.326,-80.8676
Fontana Village,35.4356,-83.8191
Mount Airy,36.5083,-80.6157
McAdenville,35.2652,-81.0805
Linden,35.2546,-78.7484
Enochville,35.5205,-80.6646
Brunswick,34.2921,-78.706
Taylorsville,35.9175,-81.1756
Brookford,35.7031,-81.3453
Farmville,35.5954,-77.5912
Bakersville,36.0153,-82.1584
Aurora,35.303,-76.7889
Hobucken,35.2544,-76.5712
Coinjock,36.3513,-75.9527
Moyock,36.5165,-76.1728
Creedmoor,36.1222,-78.6777
Beaufort,34.7311,-76.6491
Shiloh,36.2732,-76.0852
Rockford,36.2685,-80.6487
Hays,36.2469,-81.1142
Pinnacle,36.323,-80.4241
Kittrell,36.2218,-78.4413
Gibsonville,36.0989,-79.5421
Stonewall,35.1371,-76.7405
Statesville,35.7838,-80.8711
Seagrove,35.5399,-79.7793
Candor,35.2964,-79.7323
West Marion,35.6525,-82.0191
Lake Park,35.0848,-80.6349
Askewville,36.1116,-76.9412
Dana,35.3239,-82.3722
Emerald Isle,34.6648,-77.0293
Bridgeton,35.1348,-77.0158
Buies Creek,35.4127,-78.7363
McDonald,34.5537,-79.1764
Sugar Grove,36.2579,-81.7882
Salter Path,34.6885,-76.8861
Whispering Pines,35.2538,-79.3754
Laboratory,35.4343,-81.2601
McGrady,36.3435,-81.2248
Cornelius,35.4733,-80.8833
Aberdeen,35.1351,-79.432
Harkers Island,34.7002,-76.5612
Vaughan,36.4265,-78.0036
