city,lat,lng
Lafayette,39.9949,-105.0997
Mead,40.2322,-104.9928
Pandora,37.9333,-107.7856
Sedalia,39.4396,-104.9699
Fruitvale,39.0933,-108.479
Last Chance,39.7408,-103.5916
Wah Keeney Park,39.6603,-105.3405
Mesita,37.0984,-105.602
Peetz,40.962,-103.1143
Lakeside,39.7802,-105.0579
Lewis,37.5017,-108.66
Weston,37.146,-104.8684
Garfield,38.5493,-106.2896
Powderhorn,38.2769,-107.0959
Herzman Mesa,39.6105,-105.3103
Winter Park,39.8779,-105.7828
Minturn,39.5462,-106.3872
Powder Wash,40.9458,-108.3115
Broomfield,39.9541,-105.0527
Roggen,40.1675,-104.3722
Dolores,37.474,-108.4998
Norrie,39.328,-106.6563
Gunnison,38.5455,-106.9226
Eastlake,39.9239,-104.9614
La Salle,40.3484,-104.7062
Henderson,39.9205,-104.8658
Perry Park,39.2595,-104.9824
Cornish,40.523,-104.4133
Federal Heights,39.8651,-105.0154
Ramah,39.1222,-104.1673
Allenspark,40.2099,-105.5112
Bowie,38.9214,-107.5401
Adams City,39.8267,-104.9289
Fairplay,39.2245,-105.9959
Acres Green,39.5558,-104.8957
Beulah,38.075,-104.9867
Marvel,37.1125,-108.1267
Masonville,40.4875,-105.2108
Greenwood Village,39.6152,-104.9131
Redlands,39.0884,-108.6577
Masters,40.3094,-104.245
Stonewall Gap,37.1605,-105.0342
Holly Hills,39.6679,-104.9218
Kiowa,39.343,-104.4554
Eaton,40.5272,-104.7125
Lincoln Park,38.4255,-105.2131
Gem Village,37.2192,-107.6373
Ken Caryl,39.5769,-105.1138
Hot Sulphur Springs,40.0748,-106.1025
Sargents,38.4042,-106.415
Grand Mesa,39.0403,-107.9498
Chacra,39.577,-107.4509
Lazy Acres,40.0837,-105.3312
Gilcrest,40.2842,-104.782
McCoy,39.9143,-106.7258
Peyton,39.033,-104.4904
Pritchett,37.37,-102.8586
Fulford,39.5166,-106.6576
Wiggins,40.2275,-104.0732
Grant,39.4597,-105.6617
Roxborough Park,39.4492,-105.0746
Arvada,39.8321,-105.151
Bayfield,37.2353,-107.5948
Larkspur,39.2318,-104.8926
Leyden,39.8447,-105.1842
Morrison,39.6427,-105.1938
Vollmar,40.135,-104.8389
Aurora,39.7084,-104.7274
Crestone,37.9945,-105.6963
Basalt,39.3664,-107.0414
Woodland Park,38.9987,-105.0595
Stone City,38.4486,-104.8611
San Antonio,37.0208,-106.0281
Rocky Ford,38.0499,-103.7227
Rangely,40.0864,-108.7774
Campo,37.1047,-102.5786
Stonewall,37.1522,-105.0172
Starkville,37.1166,-104.5231
San Pedro,37.1597,-105.4025
Hawley,37.9828,-103.7111
Dacono,40.0618,-104.95
Meeker,40.0498,-107.8952
Shaw Heights,39.8566,-105.0391
Yellow Jacket,37.5344,-108.7173
Mineral Hot Springs,38.1689,-105.9258
El Jebel,39.4051,-107.092
Chivington,38.4364,-102.5435
Cherry Creek,39.6094,-104.8645
Palmer Lake,39.1156,-104.9051
Holyoke,40.5826,-102.2985
Idaho Springs,39.7444,-105.501
Brush,40.2581,-103.6321
Chipita Park,38.9244,-105.0066
Lake George,38.9797,-105.3575
Las Animas,38.0695,-103.2236
Cahone,37.6589,-108.8079
Tacoma,37.5236,-107.782
Pleasant View,37.5894,-108.7651
La Garita,37.8408,-106.2467
Parshall,40.0555,-106.176
Westcreek,39.1498,-105.1626
Camp Bird,37.9728,-107.7264
Saguache,38.0861,-106.1409
Blue Mountain,40.2483,-108.8618
Bow Mar,39.6252,-105.0513
Lamar,38.0739,-102.6155
Snowmass,39.3317,-106.9862
Stonington,37.2936,-102.1874
Todd Creek,39.9795,-104.8727
Carr,40.8961,-104.875
Valmont,40.0341,-105.2058
Littleton,39.5911,-105.0194
Sterling,40.6207,-103.1919
Mack,39.2239,-108.8651
Grand View Estates,39.5439,-104.8189
Rye,37.9213,-104.9323
Center,37.7514,-106.1102
Montezuma,39.5817,-105.8681
Ovid,40.9605,-102.3884
Gerrard,37.6783,-106.5752
Cotopaxi,38.3738,-105.6911
Pagosa Springs,37.2675,-107.0301
Byers,39.7101,-104.219
Stratton,39.3029,-102.6035
Burns,39.8739,-106.8856
Divide,38.945,-105.1619
Marshall,39.9555,-105.2297
South Fork,37.6694,-106.6425
Creede,37.8492,-106.9264
Smeltertown,38.5524,-106.0085
Sugarloaf,40.0189,-105.4078
Nunn,40.7132,-104.7884
Wattenberg,40.0278,-104.8366
Bethune,39.3038,-102.4234
Ignacio,37.1178,-107.6375
Gypsum,39.6288,-106.9335
Glenwood Springs,39.5459,-107.3348
Edwards,39.6215,-106.6183
Rollinsville,39.9232,-105.5136
Otis,40.15,-102.9621
Wigwam,38.5394,-104.6355
Crystola,38.9558,-105.0272
Egnar,37.9164,-108.9401
Georgetown,39.7184,-105.6943
Hoyt,40.0155,-104.075
Cope,39.6639,-102.851
Bonanza Mountain Estates,39.9768,-105.4795
Bondad,37.0458,-107.8762
Grand Lake,40.2504,-105.8236
Keota,40.7028,-104.0752
Garden City,40.3948,-104.6893
Blue River,39.4357,-106.0354
Greenhorn,37.907,-104.8533
Strasburg,39.7181,-104.3195
Hasty,38.1063,-102.956
Gunbarrel,40.0634,-105.1714
Castle Pines North,39.4717,-104.8948
Grover,40.8691,-104.226
Bristol,38.1222,-102.3116
Glendale,39.7036,-104.9352
Bellvue,40.6264,-105.1716
No Name,39.5597,-107.293
La Veta,37.5086,-105.0086
Black Forest,39.0608,-104.6752
Cheyenne Wells,38.8192,-102.3521
Cattle Creek,39.4667,-107.2599
Steamboat Springs,40.4774,-106.8233
San Acacio,37.2086,-105.5666
Cheraw,38.1076,-103.5112
Coal Creek,38.362,-105.1418
Lucerne,40.4819,-104.6997
Portland,38.0892,-107.6952
Cimarron Hills,38.8591,-104.6995
Salt Creek,38.2389,-104.5881
Williamsburg,38.384,-105.1712
Saint Ann Highlands,39.9872,-105.4558
Saint Marys,39.8162,-105.6479
Hayden,40.4852,-107.2422
Mayday,37.3506,-108.0767
Hesperus,37.2861,-108.0395
Bergen Park,39.6914,-105.3617
Gill,40.4541,-104.5422
Gleneagle,39.0453,-104.8288
Timpas,37.8181,-103.7741
Eckley,40.1126,-102.4885
Greenwood,38.205,-105.0969
Kim,37.2471,-103.3533
Cañon City,38.4429,-105.2204
Pinecliffe,39.9319,-105.4283
Drake,40.4319,-105.3403
Fenders,39.5739,-105.2169
Idledale,39.6688,-105.2432
Simla,39.141,-104.0818
Woody Creek,39.2708,-106.8883
Sedgwick,40.9351,-102.5256
Hoehne,37.2815,-104.389
Hotchkiss,38.7991,-107.7136
Castle Rock,39.3761,-104.8534
Salida,38.53,-105.9983
Ouray,38.0276,-107.6734
Brookside,38.4137,-105.1913
Poudre Park,40.6861,-105.3047
Maybell,40.519,-108.0888
Colona,38.3274,-107.7795
Elk Springs,40.3555,-108.4484
Fort Carson,38.7403,-104.7841
Padroni,40.7818,-103.1734
Trinchera,37.0422,-104.0475
Pueblo,38.2701,-104.6131
Colorado City,37.9365,-104.8459
Sheridan,39.6467,-105.018
Brandon,38.4464,-102.4412
Breckenridge,39.4994,-106.0433
Bonanza,38.2966,-106.1419
Conifer,39.5211,-105.3053
Loghill Village,38.1962,-107.779
Meridian,39.5389,-104.8475
Applewood,39.7524,-105.1604
Cedarwood,37.9417,-104.6175
Ordway,38.2209,-103.7567
Peoria,39.6649,-104.1456
Wiley,38.1553,-102.7193
Louviers,39.4799,-105.0033
Woodrow,39.9883,-103.5916
Naturita,38.2186,-108.5683
Dunton,37.7728,-108.094
Peconic,39.3208,-102.1488
Silver Cliff,38.1204,-105.4104
Monte Vista,37.5788,-106.1503
Yampa,40.153,-106.9084
Fort Lupton,40.0826,-104.8015
Fruita,39.154,-108.7285
Orchard,40.3318,-104.1183
Aguilar,37.4036,-104.655
Weldona,40.3484,-103.9693
Cascade,38.8967,-104.9722
Pine Brook Hill,40.0471,-105.3103
Deer Trail,39.6157,-104.0435
Berkley,39.8045,-105.0281
Longmont,40.1691,-105.0996
Towner,38.4705,-102.0804
Singleton,39.443,-105.6019
Sequndo,40.0361,-105.3323
La Junta Gardens,38.0014,-103.5549
Fort Collins,40.5479,-105.0658
Oak Creek,40.2737,-106.9574
Silt,39.5479,-107.6538
Catherine,39.4017,-107.1331
Commerce City,39.8642,-104.8434
Inverness,39.5787,-104.8624
Molina,39.1891,-108.0604
Amherst,40.6831,-102.1727
Redstone,39.184,-107.2406
Dove Valley,39.574,-104.8289
Wolcott,39.7035,-106.6799
Altona,40.1254,-105.2923
Boone,38.2493,-104.2579
Midland,38.8469,-105.1577
Haswell,38.4525,-103.1649
Prospect Valley,40.0736,-104.415
Derby,39.8401,-104.917
Valdez,37.1239,-104.6794
Toponas,40.0603,-106.8081
Keystone,39.59,-105.9383
Sawpit,37.9947,-108.0011
Carbondale,39.3948,-107.2145
Boulder,40.0249,-105.2523
Florissant,38.9445,-105.29
Paragon Estates,39.9802,-105.1811
De Beque,39.288,-108.1953
Seven Hills,40.0361,-105.3323
Kremmling,40.0565,-106.3782
Como,39.3161,-105.8928
Conejos,37.0872,-106.0162
Olathe,38.6084,-107.983
Bond,39.8744,-106.6873
Englewood,39.6468,-104.9942
Columbine,40.8541,-106.9659
Villa Grove,38.2486,-105.9492
Cherry Hills Village,39.6375,-104.9481
Toonerville,37.775,-103.1641
Deora,37.5803,-102.9666
Leadville,39.2467,-106.2935
McClave,38.1375,-102.8505
Irondale,39.8494,-104.8972
Uravan,38.3683,-108.7365
Antonito,37.0767,-106.0102
Milliken,40.3106,-104.8556
Green Mountain Falls,38.9343,-105.0237
Golden,39.7406,-105.2122
Rio Blanco,39.7378,-107.9454
Greeley,40.415,-104.7696
Bennett,39.7366,-104.4286
La Jara,37.2735,-105.9598
Julesburg,40.9851,-102.2626
Paonia,38.8698,-107.5915
Jefferson,39.3772,-105.8006
Keenesburg,40.1059,-104.5072
Heeney,39.8711,-106.3002
Brighton,39.9714,-104.7966
Florence,38.3835,-105.1114
Parlin,38.5028,-106.7284
Granada,38.063,-102.3117
Boncarbo,37.2167,-104.695
Cowdrey,40.8597,-106.3131
Hudson,40.0899,-104.6215
Walsenburg,37.6306,-104.7817
Central City,39.7963,-105.515
San Luis,37.2023,-105.4224
Tall Timber,40.0151,-105.3498
Granite,39.0436,-106.2634
Fleming,40.6818,-102.8395
Ellicott,38.8256,-104.3829
Springfield,37.4049,-102.6189
Stonegate,39.5356,-104.8032
South Platte,39.4075,-105.1714
Jansen,37.1581,-104.5501
Swink,38.0141,-103.6285
Mount Crested Butte,38.9085,-106.9587
Sunshine,40.0636,-105.3696
Olney Springs,38.1663,-103.9445
Lay,40.5266,-107.882
Vigil,37.1611,-104.9417
Arapahoe,38.85,-102.1821
Johnstown,40.3499,-104.9479
Highlands Ranch,39.5419,-104.9708
State Bridge,39.8578,-106.6498
Northglenn,39.9106,-104.9783
Hillrose,40.3247,-103.5223
Maysville,38.5305,-106.2157
Indian Hills,39.6294,-105.2508
Matheson,39.1717,-103.9755
Orchard Mesa,39.0364,-108.5173
Monument,39.0736,-104.8469
Eldora,39.9536,-105.578
Leyner,40.0511,-105.1073
Cripple Creek,38.7461,-105.184
Marble,39.0717,-107.1906
New Castle,39.5785,-107.5262
Karval,38.7333,-103.5372
Clifton,39.0763,-108.4606
Doyleville,38.4517,-106.6095
Gateway,38.6825,-108.9751
Hygiene,40.1886,-105.1808
Hiawatha,40.9883,-108.6204
Crescent,39.9283,-105.3428
Pagosa Junction,37.0381,-107.1992
Cardiff,39.5061,-107.3109
Empire,39.7594,-105.6827
Wallstreet,40.0389,-105.3908
Red Feather Lakes,40.8071,-105.5864
Cokedale,37.1443,-104.6215
Watkins,39.6971,-104.5787
Charlotte Amalie,18.3419,-64.9332
Frederiksted,17.7122,-64.8812
Cruz Bay,18.326,-64.7792
Coral Bay,18.3453,-64.7185
Tutu,18.3405,-64.8884
Christiansted,17.7439,-64.7065
Tofty,65.0933,-150.8772
Silvertip,60.7506,-149.3697
Belkofski,55.0889,-162.0306
Morzhovoi,54.9069,-163.3186
Portage Creek,58.9049,-157.669
Annette,55.0617,-131.5417
Talkeetna,62.2753,-150.0814
Biorka,53.8269,-166.2081
King Salmon,58.753,-156.5061
Alcan,62.7231,-141.1881
Standard,64.7808,-148.5297
Edna Bay,55.964,-133.6662
Nuiqsut,70.2135,-150.9897
Tee Harbor,58.4103,-134.7558
Dot Lake Village,63.6622,-144.016
Tolsona,62.0844,-146.092
Spenard,61.1886,-149.9064
Dillingham,59.055,-158.5379
Kodiak,57.7934,-152.4059
Jonesville,61.7306,-148.9347
Nikolski,53.0133,-168.7536
Happy Valley,59.9137,-151.6072
Akutan,54.1594,-165.7328
Nondalton,59.9711,-154.8626
McCarthy,61.454,-142.8648
Kasilof,60.331,-151.2293
Whitestone Logging Camp,58.0653,-135.42
Allakaket,66.5506,-152.627
Aleknagik,59.2946,-158.6896
Sunrise,60.8701,-149.4678
Chase,62.4624,-149.9371
Selawik,66.5988,-159.9996
Willow,61.8157,-149.753
Long,64.4036,-155.4972
Circle,65.7936,-144.1813
Susitna,61.497,-150.6221
Mud Bay,59.1517,-135.3584
Toksook Bay,60.5333,-165.1557
Newhalen,59.727,-154.897
Russian Mission,61.7824,-161.3567
Waterfall,55.2972,-133.2406
Mendeltna,62.1359,-146.5388
Butte,61.5539,-149.0035
Shaktoolik,64.3573,-161.1983
Golovin,64.564,-162.9989
King Cove,55.0858,-162.2979
McGrath,62.9424,-155.563
Curry,62.6147,-150.0119
Nelchina,61.9989,-146.8112
Coldfoot,67.2475,-150.1079
Salt Chuck,55.6264,-132.5536
May Creek,61.3486,-142.6933
Port Armstrong,56.2969,-134.6617
Wrangell,56.3319,-132.0221
Ivanof Bay,55.9183,-159.4933
Kipnuk,59.9363,-164.0613
Tuntutuliak,60.3843,-162.6838
Tok,63.3289,-143.0375
Mountain Village,62.0911,-163.7209
Willow Creek,61.8337,-145.1837
Wales,65.6119,-168.0773
Tenakee Springs,57.7913,-135.1955
Kustatan,60.7158,-151.7475
Northway Junction,63.0136,-141.7725
Chistochina,62.5921,-144.8136
Lees Camp,64.6203,-164.3914
Saxman,55.3232,-131.5893
White Mountain,64.6812,-163.4228
Aleneva,58.059,-152.9091
Cooper Landing,60.4945,-149.8409
Funny River,60.4873,-150.7808
Port Lions,57.8754,-152.8745
Big Lake,61.526,-149.9721
Skwentna,61.9314,-151.2095
Klawock,55.5556,-133.0868
Ridgeway,60.5305,-151.0301
Nunaka Valley,61.2067,-149.7683
Sanak,54.4781,-162.8175
Unalaska,53.8984,-166.568
Holikachuk,62.9097,-159.5175
Kiwalik,66.0228,-161.8419
Moose Creek,64.714,-147.164
Thorne Bay,55.6652,-132.5337
Covenant Life,59.3998,-136.0948
Petersville,62.4227,-150.8441
Karluk,57.5845,-154.3255
Bill Moores,62.9497,-163.7789
Old Minto,64.8872,-149.1747
Tanacross,63.3523,-143.431
Larsen Bay,57.5404,-154.0056
Port William,58.4922,-152.5828
Herendeen Bay,55.7681,-160.6858
Fritz Creek,59.747,-151.2884
Haycock,65.2097,-161.1656
Bell Island Hot Springs,55.9317,-131.5653
Eagle,64.7813,-141.1978
Nenana,64.5384,-149.0858
Matanuska,61.5419,-149.2297
Medfra,63.1067,-154.7142
Kaktovik,70.1231,-143.6257
Goodnews Bay,59.1271,-161.5754
Sleetmute,61.6516,-157.1251
Tyonek,61.0734,-151.333
Attu,52.9375,173.2375
Folger,63.5617,-156.0833
Bettles,66.9084,-151.5369
Kalifornsky,60.4417,-151.1972
Saint Michael,63.4664,-162.1324
Chignik,56.3003,-158.4132
Northway,62.9479,-141.8322
Noatak,67.5987,-163.0309
Long Island,54.9169,-132.6792
Meadow Lakes,61.638,-149.608
Sand Point,55.3227,-160.4834
Iliamna,59.7957,-154.8698
Healy,63.9454,-149.0152
Anchorage,61.1508,-149.1091
Libbyville,58.7778,-157.0531
Buckland,65.9784,-161.1341
Venetie,67.0205,-146.375
Chandalar,67.5053,-148.4936
Ferry,64.0496,-148.9205
Arctic Village,68.1421,-145.4957
Kaltag,64.3223,-158.7436
Lowell Point,60.0629,-149.4898
Unalakleet,63.8922,-160.786
Scammon Bay,61.842,-165.5833
Togiak,59.0693,-160.4727
Baranof,57.0894,-134.8331
Kotlik,63.0305,-163.553
Eureka,65.1794,-150.2144
Anaktuvuk Pass,68.15,-151.7162
Ekwok,59.3462,-157.4861
Seward,60.1124,-149.3925
Brevig Mission,65.3413,-166.4953
Nightmute,60.4874,-164.8195
Newtok,60.9341,-164.6385
Gustavus,58.4275,-135.7492
Tokeen,55.9944,-133.4639
Big Delta,64.1486,-145.7453
Platinum,58.978,-161.7185
Umiat,69.3669,-152.1442
Sunnyside,57.9828,-136.2522
Old Harbor,57.2169,-153.3252
Atka,52.2301,-174.2133
Wasilla,61.577,-149.4661
Petersburg,56.7567,-132.8727
Trapper Creek,62.3189,-150.3965
Flat,62.4415,-158.0405
Ward Cove,55.4119,-131.7228
Girdwood,60.9425,-149.1664
Kasaan,55.5573,-132.4137
Glennallen,62.1278,-145.7693
Deering,66.0723,-162.7437
Chatham,57.5153,-134.9436
Hoonah,58.1117,-135.4246
Lazy Mountain,61.6516,-148.902
Pilot Point,57.5585,-157.6798
Noorvik,66.8292,-161.0376
Crystal Falls,60.4858,-145.7292
Tununak,60.579,-165.2077
Oskawalik,61.7439,-158.1928
Metlakatla,55.1182,-131.5689
Kokhanok,59.4156,-154.7454
Lutak,59.3997,-135.6314
Salamatof,60.6154,-151.3159
Halibut Cove,59.5744,-151.2296
Prudhoe Bay,70.3128,-148.6957
Ugashik,57.5728,-157.1219
Chuathbaluk,61.5746,-159.2489
Wainwright,70.638,-159.9713
Takotna,62.9823,-156.0841
Palmer,61.5971,-149.1147
Pelican,57.9577,-136.2178
Ophir,63.1447,-156.5194
Summit,63.3314,-149.1222
Soldotna,60.4862,-151.0672
Denali Park,63.5909,-148.7107
Moose Pass,60.4997,-149.4464
Nikolaevsk,59.8295,-151.5964
Igiugig,59.3057,-155.8739
Mekoryuk,60.3704,-166.2668
Colorado,63.1628,-149.4358
Point Baker,56.3482,-133.6167
Craig,55.4913,-133.1165
Telida,63.3839,-153.2822
Kotzebue,66.8766,-162.5231
Stevens Village,66.025,-149.0802
Chena Hot Springs,65.0531,-146.0556
Crown Point,60.4267,-149.3529
Douglas,58.2756,-134.3925
Meyers Chuck,55.7408,-132.2564
Akiak,60.9061,-161.2122
Pilot Station,61.9422,-162.8828
Chitina,61.5276,-144.2991
Koliganek,59.6971,-157.2259
Kenai,60.5619,-151.1985
Nikiski,60.7152,-151.2317
Cold Bay,55.2122,-162.7475
Levelock,59.0683,-156.901
Bear Creek,60.2071,-149.3524
Hughes,66.0452,-154.2376
Koyuk,64.9411,-161.1454
Akiachak,60.9209,-161.402
Savoonga,63.6797,-170.4831
Saint George,56.5791,-169.6114
Pitkas Point,62.0374,-163.2681
Hyder,55.9812,-130.0382
Delta Junction,64.0603,-145.7057
Cottonwood,61.5133,-149.5642
Kwethluk,60.7978,-161.4147
Rampart,65.4087,-149.9916
Eureka Roadhouse,61.9648,-147.1523
Tatitlek,60.8921,-146.6727
Chignik Lake,56.2631,-158.8049
Anchor Point,59.7703,-151.7052
Tanaina,61.656,-149.4272
New Stuyahok,59.4762,-157.271
Huslia,65.7002,-156.3386
Hogatza,66.1897,-155.7172
Stony River,61.7936,-156.586
Paradise,62.4156,-160.0492
Amchitka,51.5672,178.8775
Port Alexander,56.2346,-134.6532
Knik,61.4578,-149.7289
Funter,58.2564,-134.8958
Kiana,66.9726,-160.4344
Manokotak,59.0047,-159.0074
Twin Hills,59.0815,-160.2826
Kwigillingok,59.8767,-163.1718
Coffman Cove,56.0057,-132.8395
Atmautluak,60.8622,-162.2858
Whittier,60.7852,-148.6455
Homer,59.653,-151.5255
Point Lay,69.7442,-162.8678
Lime Village,61.327,-155.3182
Elfin Cove,58.1912,-136.3129
Diamond Ridge,59.7024,-151.5545
Circle Hot Springs,65.4833,-144.6342
Kupreanof,56.8089,-132.9889
Chefornak,60.155,-164.255
Nunapitchuk,60.8772,-162.4615
Kashegelok,60.8547,-157.8339
Oscarville,60.7287,-161.773
Port Heiden,56.9426,-158.6047
Port Chilkoot,59.2289,-135.4378
Nome,64.5213,-165.4053
South Naknek,58.6637,-156.9908
Fox,64.9749,-147.609
Shungnak,66.8805,-157.1499
Anderson,64.3074,-149.1562
Ikatan,54.75,-163.3083
Point Hope,68.3446,-166.6737
Evansville,66.9205,-151.4203
Lower Tonsina,61.655,-144.6586
Perryville,55.9315,-159.1559
Atqasuk,70.481,-157.3835
Deadhorse,70.2056,-148.5117
Red Devil,61.7735,-157.346
Angoon,57.455,-134.4978
Nyac,61.0042,-159.9406
Point MacKenzie,61.3463,-150.0788
Nelson Lagoon,55.8451,-161.6103
Akhiok,56.945,-154.2151
Central,65.5213,-144.6409
Egegik,58.2182,-157.4037
Kokrines,64.9378,-154.6919
Miller House,65.5242,-145.2161
Donnelly,63.6736,-145.8833
Tetlin,63.1481,-142.4947
Clarks Point,58.8329,-158.5276
Nunam Iqua,62.511,-164.8998
Todd,57.4611,-135.0397
Eska,61.7378,-148.9086
Beaver,66.383,-147.3219
Fairbanks,64.8353,-147.6533
Millers Landing,59.6675,-151.4347
Dry Creek,63.6255,-144.6364
Eagle River,61.3214,-149.5678
Bethel,60.7928,-161.7917
Koggiung,58.8669,-157.0075
Hooper Bay,61.5262,-166.1146
Ouzinkie,57.9222,-152.4674
Nanwalek,59.3302,-151.911
Umkumiute,60.4997,-165.1989
Gulkana,62.2152,-145.4449
Nabesna,62.4606,-143.0402
Saint Paul,57.1815,-170.2743
Mentasta Lake,62.9867,-143.5194
New Tokeen,55.9364,-133.3242
Lower Kalskag,61.5163,-160.3556
Aurora Lodge,64.4706,-146.9386
Tazlina,62.0536,-145.4362
Elim,64.6184,-162.2762
Marshall,61.8753,-162.0492
Excursion Inlet,58.4355,-135.373
Garner,63.8292,-148.9733
College,64.8694,-147.8216
Kalskag,61.5416,-160.3337
Kivalina,67.733,-164.5212
Stebbins,63.4705,-162.2599
Nulato,64.7052,-158.2382
Cordova,60.5348,-145.6092
Hope,60.8924,-149.6351
Kake,56.9727,-133.9145
Hawk Inlet,58.1258,-134.7531
Paxson,63.011,-145.7312
Kasigluk,60.8786,-162.5274
Naknek,58.7847,-156.8967
Clam Gulch,60.2001,-151.3939
Kachemak City,59.6674,-151.4507
Beluga,61.1869,-151.1637
Dot Lake,63.5749,-144.1815
Two Rivers,64.8908,-147.0898
Mosquito Lake,59.471,-136.1458
Lemeta,64.8597,-147.7322
Hollis,55.5113,-132.7023
Tin City,65.5586,-167.9481
Candle,65.9133,-161.9244
Copper Center,61.9845,-145.3544
Holy Cross,62.1868,-159.8198
Shageluk,62.6684,-159.563
Houston,61.6159,-149.8003
Port Graham,59.34,-151.8464
Kobuk,66.931,-156.8938
Klukwan,59.3987,-135.8886
Port Clarence,65.1108,-166.7684
Kongiganak,59.958,-162.8831
Naukati Bay,55.8801,-133.1992
Adak,51.8815,-176.6295
Gambell,63.7538,-171.6881
Chickaloon,61.804,-148.4103
Thane,58.2642,-134.3303
Saint Marys,62.0531,-163.1658
Manley Hot Springs,65.0187,-150.6453
Sterling,60.5405,-150.8089
Ketchikan,55.3556,-131.6698
Chelatna Lodge,62.4344,-151.4044
North Pole,64.753,-147.36
Cape Yakataga,60.0664,-142.4308
Tuluksak,61.105,-160.9493
Fort Yukon,66.5807,-145.2415
Alakanuk,62.6902,-164.6305
Olnes,65.0742,-147.67
Birch Creek,66.2686,-145.8698
Livengood,65.4817,-148.4171
Ambler,67.0897,-157.8725
Nikolai,63.0095,-154.3763
Koyukuk,64.9008,-157.6946
Ninilchik,60.0745,-151.3843
Teller,65.2531,-166.342
Loring,55.6064,-131.6405
Lake Louise,62.3131,-146.5625
Quinhagak,59.7511,-161.8993
Harding Lake,64.4213,-146.8155
Tonsina,61.5617,-145.0656
Katalla,60.1972,-144.5183
Juneau,58.444,-134.1515
Unga,55.1841,-160.505
Port Alsworth,60.1688,-154.3233
Alatna,66.5638,-152.8392
Wiseman,67.4371,-150.1334
Grayling,62.8998,-160.1078
Napaskiak,60.7019,-161.7616
Hydaburg,55.2062,-132.8208
Montana,62.0797,-150.0728
Gakona,62.3608,-145.2656
Slana,62.6294,-143.567
Seldovia Village,59.453,-151.5905
Chernofski,53.4083,-167.55
Ruby,64.7233,-155.5006
Chevak,61.5296,-165.5941
Red Dog Mine,68.0645,-162.8667
Nushagak,58.9481,-158.4922
Ellamar,60.8956,-146.6975
Port Ashton,60.0575,-148.0522
Womens Bay,57.6959,-152.6275
Pedro Bay,59.7822,-154.1236
Gost Creek,62.2106,-159.7858
Crooked Creek,61.8439,-158.1082
Chiniak,57.5775,-152.2743
Pleasant Valley,64.8854,-146.8986
Badger,64.8006,-147.3877
Hobart Bay,57.4212,-133.3231
Auke Bay,58.3833,-134.6597
Anvik,62.6541,-160.214
Cantwell,63.379,-148.8158
Cohoe,60.2681,-151.2843
Valdez,61.0963,-146.2596
Sitka,57.2401,-135.3153
Game Creek,58.0553,-135.5079
False Pass,54.8415,-163.348
Port O'Brien,57.7319,-153.3167
Fox River,59.8722,-150.9984
Chugiak,61.3889,-149.4819
Port Protection,56.3293,-133.594
Lignite,63.9094,-149.0183
Sutton,61.7114,-148.8942
Port Wakefield,58.0492,-153.0525
Eek,60.2164,-162.0329
Diomede,65.7536,-168.9219
Northway Village,62.9821,-141.9294
Emmonak,62.7762,-164.5157
Tanana,65.1746,-152.0684
Shishmaref,66.2372,-166.1027
Minto,65.1033,-149.5565
Chaniliut,63.0411,-163.3933
Lake Minchumina,63.798,-152.3448
Skagway,59.4566,-135.2928
Healy Lake,64.0281,-144.633
Kvichak,58.9694,-156.9306
Ester,64.8646,-148.0917
Haines,59.2417,-135.4549
Chatanika,65.1122,-147.4772
Sunshine,62.1678,-150.0731
Yakutat,59.5665,-139.5966
Aniak,61.5817,-159.5451
Napakiak,60.692,-161.979
Jakolof Bay,59.4469,-151.5103
Uyak,57.6378,-153.9994
Chalkyitsik,66.6468,-143.7822
Galena,64.7381,-156.8635
Suntrana,63.8542,-148.8483
Utqiaġvik,71.2906,-156.7886
Kenny Lake,61.6644,-144.8662
Eagle Village,64.7434,-141.1138
Port Moller,55.9886,-160.5769
Chignik Lagoon,56.3041,-158.5004
Seldovia,59.4396,-151.7111
Chisana,62.0946,-142.0341
Whale Pass,56.1172,-133.1603
Cape Pole,55.965,-133.7933
Chicken,64.0877,-141.8283
Gateway,61.5738,-149.2389
Delta,33.447,-85.6746
Hendrix,34.0382,-86.4533
Shelby,33.1068,-86.5825
Natural Bridge,34.0904,-87.6014
Ohatchee,33.7877,-86.0278
Abernant,33.2904,-87.1981
Suttle,32.5362,-87.1797
Pinson,33.7062,-86.6655
Snow Hill,32.0046,-87.0072
Vincent,33.3849,-86.4087
Minor,33.539,-86.9402
Hoover,33.3763,-86.8058
Columbia,31.2968,-85.1103
Trussville,33.639,-86.5832
Bessemer,33.3709,-86.9714
Spanish Fort,30.7256,-87.8602
Silas,31.7678,-88.3258
Verbena,32.7499,-86.5114
Tennant,33.2682,-85.4569
Hokes Bluff,33.9902,-85.8639
Union,32.9938,-87.9071
Reeltown,32.5788,-85.8189
Argo,33.6962,-86.5066
Eoline,32.9951,-87.2322
Batesville,32.009,-85.311
Waterloo,34.9173,-88.0654
Aliceville,33.1237,-88.1594
Monroeville,31.5164,-87.328
Triana,34.5904,-86.7418
Goshen,31.7182,-86.1242
Smoke Rise,33.8789,-86.824
Hacoda,31.0749,-86.1663
Brundidge,31.7182,-85.8177
Wren,34.4343,-87.2936
Magnolia Springs,30.4003,-87.7748
Center Point,33.6447,-86.6851
